pos	item_1	item_2	item_3	item_4	best	worst	explanation	model
Verb	dismember	organize	fail	scrounge	dismember	fail	0 , 2	gpt-4
Verb	backfill	harden	gurgle	daresay	gurgle	backfill	2 , 0	gpt-4
Verb	banked	won	parted	unleash	unleash	won	3 , 1	gpt-4
Verb	skied	fondle	sever	lunged	fondle	skied	1 , 0	gpt-4
Verb	intruding	teleport	reacquire	adulterate	teleport	intruding	1 , 0	gpt-4
Verb	closed	mobilize	fit	nab	nab	fit	3 , 2	gpt-4
Verb	chirping	fisting	heehaw	meshed	heehaw	chirping	2 , 0	gpt-4
Verb	laboring	bide	staggering	annoy	staggering	laboring	2 , 0	gpt-4
Verb	froze	leafed	redden	escort	leafed	escort	1 , 3	gpt-4
Verb	tabled	dominated	spat	oxygenate	spat	dominated	2 , 1	gpt-4
Verb	embezzle	unnerving	putrefy	wondering	embezzle	wondering	0 , 3	gpt-4
Verb	shaking	discourage	avenge	oxidizing	oxidizing	shaking	3 , 0	gpt-4
Verb	bode	wooing	mislabel	ruminating	mislabel	bode	2 , 0	gpt-4
Verb	mean	marinate	glossed	absinthe	marinate	mean	1 , 0	gpt-4
Verb	smelt	lacerate	disconnected	occupy	lacerate	occupy	1 , 3	gpt-4
Verb	protecting	postulate	permeate	airing	postulate	protecting	1 , 0	gpt-4
Verb	clap	eats	plundering	medicate	plundering	eats	2 , 1	gpt-4
Verb	overprice	spaying	westbound	dematerialize	dematerialize	overprice	3 , 0	gpt-4
Verb	bummed	mediating	tearing	capture	mediating	capture	1 , 3	gpt-4
Verb	waft	unmask	hallucinate	lop	hallucinate	waft	2 , 0	gpt-4
Verb	oblige	nosed	flutter	winking	flutter	oblige	2 , 0	gpt-4
Verb	serving	chauffer	whacking	coursed	chauffer	coursed	1 , 3	gpt-4
Verb	shaving	stall	lionhearted	condone	lionhearted	stall	2 , 1	gpt-4
Verb	amble	bludgeoned	concur	scooping	bludgeoned	amble	1 , 0	gpt-4
Verb	increase	enrich	resuscitate	inform	resuscitate	increase	2 , 0	gpt-4
Verb	tailoring	blazing	conjure	indoctrinate	tailoring	conjure	0 , 2	gpt-4
Verb	incise	chasing	overachiever	speeding	overachiever	chasing	2 , 1	gpt-4
Verb	dim	succumb	punching	bathe	punching	dim	2 , 0	gpt-4
Verb	swoosh	cohabitate	swapping	impose	cohabitate	swoosh	1 , 0	gpt-4
Verb	predominate	meddle	merge	weaken	meddle	predominate	1 , 0	gpt-4
Verb	retell	overestimate	subdividing	hoisting	subdividing	retell	2 , 0	gpt-4
Verb	live	retire	forgive	forewarn	forewarn	live	3 , 0	gpt-4
Verb	overdramatize	snipping	torturing	slain	snipping	overdramatize	1 , 0	gpt-4
Verb	unpack	voided	transcend	detest	voided	transcend	1 , 2	gpt-4
Verb	cupped	swayed	hoist	oversleep	oversleep	swayed	3 , 1	gpt-4
Verb	deploy	headed	overstress	hark	overstress	headed	2 , 1	gpt-4
Verb	mannish	lamenting	settling	bullheaded	lamenting	settling	1 , 2	gpt-4
Verb	disappear	normalize	pick	dueling	dueling	pick	3 , 2	gpt-4
Verb	snapped	concentrate	metamorphoses	solidify	metamorphoses	snapped	2 , 0	gpt-4
Verb	quilting	becoming	toiling	pointing	quilting	becoming	0 , 1	gpt-4
Verb	profiting	yearning	excepting	proofreading	proofreading	yearning	3 , 1	gpt-4
Verb	admire	twirl	emancipate	necking	necking	admire	3 , 0	gpt-4
Verb	bookend	replicated	handpick	tire	bookend	replicated	0 , 1	gpt-4
Verb	raving	mends	indulging	censure	raving	censure	0 , 3	gpt-4
Verb	elongate	devouring	sanded	barking	sanded	elongate	2 , 0	gpt-4
Verb	defame	bloodied	deactivate	recapture	deactivate	defame	2 , 0	gpt-4
Verb	mingle	molest	limiting	desensitize	molest	mingle	1 , 0	gpt-4
Verb	vibrating	underwent	faltering	threw	vibrating	underwent	0 , 1	gpt-4
Verb	cramped	confer	advise	victimize	cramped	advise	0 , 2	gpt-4
Verb	reinitiate	afflicting	formalize	uproot	uproot	reinitiate	3 , 0	gpt-4
Verb	going	scram	skimmed	knitted	knitted	going	3 , 0	gpt-4
Verb	frothing	dispose	rebut	fantasize	rebut	dispose	2 , 1	gpt-4
Verb	generate	mimic	feeling	displayed	mimic	feeling	1 , 2	gpt-4
Verb	stammer	mismanage	galloping	subbing	galloping	mismanage	2 , 1	gpt-4
Verb	redefine	enact	counterweighted	defecate	counterweighted	redefine	2 , 0	gpt-4
Verb	topped	tracked	discredit	exposed	discredit	tracked	2 , 1	gpt-4
Verb	unquote	strewn	thrown	ritualize	ritualize	unquote	3 , 0	gpt-4
Verb	diddle	unravel	turn	surrounded	unravel	turn	1 , 2	gpt-4
Verb	misbehave	received	snag	confused	snag	misbehave	2 , 0	gpt-4
Verb	flagging	structured	voiced	diving	diving	structured	3 , 1	gpt-4
Verb	rummage	squint	knotted	fathered	knotted	rummage	2 , 0	gpt-4
Verb	backed	spoiling	weaved	demonstrate	weaved	demonstrate	2 , 3	gpt-4
Verb	disorganized	unstring	classify	demount	unstring	disorganized	1 , 0	gpt-4
Verb	sealing	erring	lighten	gloat	sealing	lighten	0 , 2	gpt-4
Verb	hover	cornrow	retouching	absorbed	cornrow	hover	1 , 0	gpt-4
Verb	skulk	shifting	weighed	cheat	skulk	shifting	0 , 1	gpt-4
Verb	delayed	sowing	gestate	sag	sowing	delayed	1 , 0	gpt-4
Verb	smitten	calculate	rejoin	assign	smitten	calculate	0 , 1	gpt-4
Verb	agree	sodomize	bid	precut	sodomize	agree	1 , 0	gpt-4
Verb	gardened	murdering	retrieve	slouching	murdering	retrieve	1 , 2	gpt-4
Verb	concluding	retype	seen	decelerate	retype	seen	1 , 2	gpt-4
Verb	ranged	numbskull	banging	enrolled	numbskull	ranged	1 , 0	gpt-4
Verb	distort	moralize	mused	electroshock	electroshock	distort	3 , 0	gpt-4
Verb	bewitch	trapped	settle	domineering	bewitch	settle	0 , 2	gpt-4
Verb	separates	outguess	gilding	marking	gilding	separates	2 , 0	gpt-4
Verb	chastise	underestimate	withstood	undercook	undercook	withstood	3 , 2	gpt-4
Verb	tugging	tallish	untrusting	click	click	untrusting	3 , 2	gpt-4
Verb	sharpen	limping	keeled	making	limping	making	1 , 3	gpt-4
Verb	seize	toned	clobber	dashed	clobber	seize	2 , 0	gpt-4
Verb	eroticize	cherish	dislocated	overprotect	dislocated	cherish	2 , 1	gpt-4
Verb	pardoning	unearth	enter	dethrone	dethrone	enter	3 , 2	gpt-4
Verb	wash	muffed	televise	sailing	muffed	wash	1 , 0	gpt-4
Verb	clearing	pack	achiever	dispense	achiever	pack	2 , 1	gpt-4
Verb	defamed	megawatt	modulate	capped	megawatt	capped	1 , 3	gpt-4
Verb	backbreaking	relocate	run	laddered	laddered	relocate	3 , 1	gpt-4
Verb	prorate	excluding	shadowed	skidding	prorate	excluding	0 , 1	gpt-4
Verb	languishing	heckle	indented	flee	indented	languishing	2 , 0	gpt-4
Verb	extrapolate	abound	reseed	navigate	reseed	extrapolate	2 , 0	gpt-4
Verb	does	fetch	fidgeting	silenced	fidgeting	does	2 , 0	gpt-4
Verb	directed	nail	economize	clapped	nail	directed	1 , 0	gpt-4
Verb	vibrate	sensationalize	unlock	arise	sensationalize	vibrate	1 , 0	gpt-4
Verb	authorize	salting	exclaiming	quarreled	salting	authorize	1 , 0	gpt-4
Verb	powered	conceal	coining	decrypt	coining	powered	2 , 0	gpt-4
Verb	bumping	scrubbed	shouting	recollected	scrubbed	bumping	1 , 0	gpt-4
Verb	coax	ignite	bossed	screw	ignite	coax	1 , 0	gpt-4
Verb	chapped	paving	recycle	maimed	maimed	recycle	3 , 2	gpt-4
Verb	coursing	coagulate	refining	freestanding	coagulate	coursing	1 , 0	gpt-4
Verb	contracted	babble	measuring	twitter	babble	contracted	1 , 0	gpt-4
Verb	miniaturize	digitalize	starting	disrupt	miniaturize	starting	0 , 2	gpt-4
Verb	regards	bawl	inseminate	alight	inseminate	regards	2 , 0	gpt-4
Verb	simmer	texting	convulse	budge	convulse	budge	2 , 3	gpt-4
Verb	impersonate	refinish	grazing	petted	refinish	impersonate	1 , 0	gpt-4
Verb	improve	elude	warming	entail	warming	improve	2 , 0	gpt-4
Verb	ensure	woodcraft	focus	exclaim	woodcraft	focus	1 , 2	gpt-4
Verb	means	stargaze	reroute	restrained	stargaze	means	1 , 0	gpt-4
Verb	is	palmed	semiprivate	catching	palmed	is	1 , 0	gpt-4
Verb	smothered	abdicate	retorted	reelect	smothered	reelect	0 , 3	gpt-4
Verb	dampen	untangle	drool	clearheaded	drool	dampen	2 , 0	gpt-4
Verb	disconnect	overreaching	estrange	truehearted	estrange	overreaching	2 , 1	gpt-4
Verb	epitomize	outweigh	intimidate	balk	intimidate	epitomize	2 , 0	gpt-4
Verb	deteriorate	orate	immigrate	laud	immigrate	deteriorate	2 , 0	gpt-4
Verb	perceive	retaliate	freeing	yawn	retaliate	perceive	1 , 0	gpt-4
Verb	encroach	hinder	covered	bamboozle	bamboozle	covered	3 , 2	gpt-4
Verb	stabilize	pursed	couched	tripping	pursed	stabilize	1 , 0	gpt-4
Verb	spew	dwelled	donated	tailing	donated	spew	2 , 0	gpt-4
Verb	rounded	sanctified	listed	pressing	sanctified	rounded	1 , 0	gpt-4
Verb	huddle	select	lend	unsatisfying	unsatisfying	select	3 , 1	gpt-4
Verb	stood	betting	shortening	wearied	betting	stood	1 , 0	gpt-4
Verb	accosted	amuse	forged	doted	doted	amuse	3 , 1	gpt-4
Verb	redistribute	nominated	shall	boiled	boiled	shall	3 , 2	gpt-4
Verb	twisting	housebreaking	converse	wrenched	housebreaking	converse	1 , 2	gpt-4
Verb	retying	fumble	intoxicated	lording	intoxicated	fumble	2 , 1	gpt-4
Verb	welcome	showoff	reset	deplore	showoff	welcome	1 , 0	gpt-4
Verb	unseated	profess	besiege	dilute	besiege	profess	2 , 1	gpt-4
Verb	whittle	overlying	plagiarize	degrading	plagiarize	overlying	2 , 1	gpt-4
Verb	tread	yapping	straggling	delude	yapping	tread	1 , 0	gpt-4
Verb	honk	notched	bequeath	indicate	notched	indicate	1 , 3	gpt-4
Verb	abort	reducing	flanked	compounding	flanked	compounding	2 , 3	gpt-4
Verb	consolidate	breastfeed	contort	tongued	breastfeed	consolidate	1 , 0	gpt-4
Verb	trample	whipped	trembling	approaching	whipped	approaching	1 , 3	gpt-4
Verb	pegged	mauling	fortifying	clouded	mauling	pegged	1 , 0	gpt-4
Verb	belted	sizing	ducking	undercut	belted	sizing	0 , 1	gpt-4
Verb	chomp	spill	browbeat	debunk	browbeat	chomp	2 , 0	gpt-4
Verb	astound	nurture	sliced	enclose	sliced	astound	2 , 0	gpt-4
Verb	underwrite	pry	triplex	choke	triplex	pry	2 , 1	gpt-4
Verb	rehydrate	copulate	gleaning	swarming	copulate	swarming	1 , 3	gpt-4
Verb	solve	reposition	profane	easing	reposition	solve	1 , 0	gpt-4
Verb	overbid	bloat	justify	democratize	democratize	justify	3 , 2	gpt-4
Verb	sweeten	spiking	resisting	conspire	spiking	resisting	1 , 2	gpt-4
Verb	fathom	augment	butchering	teach	butchering	fathom	2 , 0	gpt-4
Verb	valued	instructed	secrete	kicking	secrete	valued	2 , 0	gpt-4
Verb	stylize	corroding	pilfering	cottontail	cottontail	stylize	3 , 0	gpt-4
Verb	puffed	gargle	solicit	finding	gargle	finding	1 , 3	gpt-4
Verb	empathize	reborn	towing	shredding	towing	empathize	2 , 0	gpt-4
Verb	clench	involve	compete	spurred	clench	involve	0 , 1	gpt-4
Verb	hasten	enable	mixed	blundering	blundering	enable	3 , 1	gpt-4
Verb	forgetting	awaken	bury	erecting	bury	forgetting	2 , 0	gpt-4
Verb	hoodwink	expire	strutting	rekindle	strutting	expire	2 , 1	gpt-4
Verb	dabble	snorting	dwelt	replenish	snorting	dabble	1 , 0	gpt-4
Verb	sightseer	multiply	tainted	enrapture	sightseer	multiply	0 , 1	gpt-4
Verb	narcissist	trot	unsealing	disillusion	unsealing	narcissist	2 , 0	gpt-4
Verb	sloped	willed	ragweed	spearing	ragweed	sloped	2 , 0	gpt-4
Verb	aborted	peevish	recharge	roaming	aborted	roaming	0 , 3	gpt-4
Verb	swallow	squabbling	dyeing	furnish	dyeing	swallow	2 , 0	gpt-4
Verb	tailed	splotch	varnishing	bounded	varnishing	tailed	2 , 0	gpt-4
Verb	decide	potting	banding	signify	potting	decide	1 , 0	gpt-4
Verb	overdubbed	persisting	swore	rapping	overdubbed	persisting	0 , 1	gpt-4
Verb	exude	reunify	obliged	shutting	reunify	obliged	1 , 2	gpt-4
Verb	trounce	connect	vex	coasting	trounce	connect	0 , 1	gpt-4
Verb	antipersonnel	investigating	impress	banning	antipersonnel	impress	0 , 2	gpt-4
Verb	recommend	flatten	discriminate	scrutinize	discriminate	recommend	2 , 0	gpt-4
Verb	persecute	butting	hop	convert	butting	convert	1 , 3	gpt-4
Verb	mistaken	reworked	scalding	abounding	scalding	mistaken	2 , 0	gpt-4
Verb	immortalize	forcing	hammering	excuse	hammering	excuse	2 , 3	gpt-4
Verb	loading	acquaint	conform	fend	acquaint	conform	1 , 2	gpt-4
Verb	crisping	metabolize	holler	hijack	crisping	metabolize	0 , 1	gpt-4
Verb	wriggle	brightening	soothe	minimize	wriggle	minimize	0 , 3	gpt-4
Verb	hurt	battled	thwart	waving	thwart	hurt	2 , 0	gpt-4
Verb	weakening	meditating	criminalize	squeeze	criminalize	weakening	2 , 0	gpt-4
Verb	bulldoze	grope	declare	tricking	bulldoze	declare	0 , 2	gpt-4
Verb	energize	ridden	thuggish	catalyze	ridden	energize	1 , 0	gpt-4
Verb	buttered	breeched	uncorked	weighting	uncorked	weighting	2 , 3	gpt-4
Verb	sit	vote	depend	scramble	vote	depend	1 , 2	gpt-4
Verb	reconstructed	blanking	wear	rode	reconstructed	wear	0 , 2	gpt-4
Verb	nitpick	intellectualize	execute	trespass	nitpick	execute	0 , 2	gpt-4
Verb	recant	calm	outsized	prepossessed	recant	calm	0 , 1	gpt-4
Verb	weld	treating	fingerprinting	flourishing	fingerprinting	treating	2 , 1	gpt-4
Verb	flanking	evildoing	enunciate	rattling	evildoing	enunciate	1 , 2	gpt-4
Verb	weaving	sacrificing	undress	bungle	sacrificing	bungle	1 , 3	gpt-4
Verb	resolved	bloodsucking	reattach	heave	bloodsucking	resolved	1 , 0	gpt-4
Verb	starved	diminish	specialize	ruminate	specialize	diminish	2 , 1	gpt-4
Verb	hone	beware	piercing	reverberate	piercing	beware	2 , 1	gpt-4
Verb	dragging	pronounced	perishing	bleed	perishing	pronounced	2 , 1	gpt-4
Verb	expect	foretold	regress	submit	foretold	expect	1 , 0	gpt-4
Verb	implement	vomit	misidentify	roundish	misidentify	implement	2 , 0	gpt-4
Verb	coerce	reimburse	dished	respond	reimburse	coerce	1 , 0	gpt-4
Verb	dimwitted	leapt	lapping	jesting	lapping	dimwitted	2 , 0	gpt-4
Verb	muffle	cook	tamperproof	originate	tamperproof	cook	2 , 1	gpt-4
Verb	accommodate	branded	reasoned	seething	seething	accommodate	3 , 0	gpt-4
Verb	sow	repulse	rebuilt	arose	rebuilt	sow	2 , 0	gpt-4
Verb	triangulate	razzle	marked	fought	triangulate	marked	0 , 2	gpt-4
Verb	sprung	pined	dazed	shove	pined	shove	1 , 3	gpt-4
Verb	designate	unlace	were	tuck	unlace	designate	1 , 0	gpt-4
Verb	fluttering	blocked	prophesy	pinpoint	pinpoint	prophesy	3 , 2	gpt-4
Verb	bettering	reunite	measured	traversed	reunite	bettering	1 , 0	gpt-4
Verb	cooling	celebrate	roughhousing	localize	roughhousing	cooling	2 , 0	gpt-4
Verb	widen	blended	shaved	branched	shaved	widen	2 , 0	gpt-4
Verb	brag	perjure	overhung	beg	perjure	brag	1 , 0	gpt-4
Verb	horsing	gratified	condemn	related	horsing	related	0 , 3	gpt-4
Verb	choose	soaring	sustain	covet	soaring	choose	1 , 0	gpt-4
Verb	regulated	filleting	will	resell	filleting	will	1 , 2	gpt-4
Verb	demand	lined	yielding	unplug	unplug	demand	3 , 0	gpt-4
Verb	knotting	rehearse	wrung	tying	wrung	tying	2 , 3	gpt-4
Verb	afford	remind	transferred	manage	transferred	manage	2 , 3	gpt-4
Verb	shake	reside	uplifted	pining	pining	reside	3 , 1	gpt-4
Verb	appoint	stretch	separating	chisel	chisel	stretch	3 , 1	gpt-4
Verb	rehabilitate	weightlifting	eavesdrop	collate	weightlifting	rehabilitate	1 , 0	gpt-4
Verb	uncouple	tremble	sitting	agreeing	tremble	uncouple	1 , 0	gpt-4
Verb	dealt	pinching	floss	spoiled	pinching	dealt	1 , 0	gpt-4
Verb	overpopulate	fingering	delve	latching	fingering	overpopulate	1 , 0	gpt-4
Verb	decipher	unbuckle	approve	preheat	unbuckle	approve	1 , 2	gpt-4
Verb	justifying	pollinate	underrating	jilt	pollinate	justifying	1 , 0	gpt-4
Verb	suck	asphyxiate	engross	impale	asphyxiate	engross	1 , 2	gpt-4
Verb	unclasp	accommodating	cringing	swoop	unclasp	accommodating	0 , 1	gpt-4
Verb	finish	hold	swelled	snubbing	swelled	hold	2 , 1	gpt-4
Verb	softheaded	handwritten	omit	deviate	handwritten	omit	1 , 2	gpt-4
Verb	snivel	flexed	brushed	sprinkle	sprinkle	snivel	3 , 0	gpt-4
Verb	preheated	resurface	assemble	rolled	preheated	assemble	0 , 2	gpt-4
Verb	conserve	bossing	hurling	falsify	falsify	conserve	3 , 0	gpt-4
Verb	adore	boast	revoke	trying	revoke	trying	2 , 3	gpt-4
Verb	cheered	swooning	grow	acquiesce	swooning	grow	1 , 2	gpt-4
Verb	confirming	entwine	bucking	multifaceted	entwine	multifaceted	1 , 3	gpt-4
Verb	mummify	reckon	conditioned	induct	mummify	conditioned	0 , 2	gpt-4
Verb	sighing	untying	salivate	built	salivate	built	2 , 3	gpt-4
Verb	suspended	alarmed	spied	dwindle	spied	suspended	2 , 0	gpt-4
Verb	regenerate	stalling	filled	release	stalling	filled	1 , 2	gpt-4
Verb	maximize	maul	burning	sell	maul	maximize	1 , 0	gpt-4
Verb	enlighten	graze	condense	maintain	graze	enlighten	1 , 0	gpt-4
Verb	converge	rebuild	escape	blotched	blotched	converge	3 , 0	gpt-4
Verb	repaint	vomiting	encrypt	purring	vomiting	repaint	1 , 0	gpt-4
Verb	show	haunt	tracing	politicize	tracing	show	2 , 0	gpt-4
Verb	huff	inched	broken	overflowing	inched	huff	1 , 0	gpt-4
Verb	zap	paragliding	defined	militarize	paragliding	zap	1 , 0	gpt-4
Verb	tiptoeing	intended	fondling	align	tiptoeing	intended	0 , 1	gpt-4
Verb	piped	knead	sublease	giggling	sublease	piped	2 , 0	gpt-4
Verb	wedged	snore	rely	surmised	snore	rely	1 , 2	gpt-4
Verb	bottomed	swelter	disembark	amass	disembark	bottomed	2 , 0	gpt-4
Verb	retiring	stapled	subfreezing	develop	subfreezing	develop	2 , 3	gpt-4
Verb	saddling	webcasting	swaggering	compromising	webcasting	compromising	1 , 3	gpt-4
Verb	predisposed	jotting	grinning	extinguish	extinguish	predisposed	3 , 0	gpt-4
Verb	plod	sputter	ripening	debark	ripening	plod	2 , 0	gpt-4
Verb	supercharge	douse	undermining	breaking	douse	supercharge	1 , 0	gpt-4
Verb	chattering	exploit	jab	overcome	jab	exploit	2 , 1	gpt-4
Verb	mush	stand	ringed	retain	ringed	stand	2 , 1	gpt-4
Verb	cringe	downplay	disbeliever	overthrow	disbeliever	cringe	2 , 0	gpt-4
Verb	satisfy	penciled	drawn	applied	penciled	satisfy	1 , 0	gpt-4
Verb	touched	rephrase	curing	masturbate	masturbate	touched	3 , 0	gpt-4
Verb	imagines	forage	dismembered	bind	dismembered	imagines	2 , 0	gpt-4
Verb	persuade	tighten	mend	unnerved	unnerved	persuade	3 , 0	gpt-4
Verb	bore	hounding	arouse	resign	hounding	arouse	1 , 2	gpt-4
Verb	weep	subvert	beating	trusting	weep	subvert	0 , 1	gpt-4
Verb	distracted	mediate	unlocked	flip	mediate	distracted	1 , 0	gpt-4
Verb	detract	trailing	revert	dissecting	dissecting	revert	3 , 2	gpt-4
Verb	interrupt	gorged	cheapen	mesmerize	gorged	interrupt	1 , 0	gpt-4
Verb	emulsify	gallivant	calculating	skinned	emulsify	calculating	0 , 2	gpt-4
Verb	extroverted	flying	dogged	oversimplify	dogged	flying	2 , 1	gpt-4
Verb	dictate	deduce	recount	produce	recount	produce	2 , 3	gpt-4
Verb	adorn	banded	bolting	subcontracted	subcontracted	adorn	3 , 0	gpt-4
Verb	appraising	lying	decrease	undock	undock	lying	3 , 1	gpt-4
Verb	scrambling	enlarging	ordered	sweated	sweated	ordered	3 , 2	gpt-4
Verb	immerse	stewed	grading	sought	stewed	immerse	1 , 0	gpt-4
Verb	sunk	bushwhacking	overreach	morphing	bushwhacking	sunk	1 , 0	gpt-4
Verb	interrupting	curtailed	womanize	perceiving	womanize	interrupting	2 , 0	gpt-4
Verb	elbowed	sheathe	moving	caring	sheathe	moving	1 , 2	gpt-4
Verb	rawhide	forget	interfering	blocking	rawhide	forget	0 , 1	gpt-4
Verb	evolve	titled	disillusioned	haggle	disillusioned	evolve	2 , 0	gpt-4
Verb	disguising	federalize	dare	posting	federalize	dare	1 , 2	gpt-4
Verb	floundering	cut	comes	milkweed	milkweed	comes	3 , 2	gpt-4
Verb	barter	confirmed	panicked	waggle	waggle	barter	3 , 0	gpt-4
Verb	taunting	unite	sneak	confront	taunting	unite	0 , 1	gpt-4
Verb	passing	baking	needling	precipitate	needling	passing	2 , 0	gpt-4
Verb	lie	leveling	despise	sweating	sweating	lie	3 , 0	gpt-4
Verb	oversold	disliking	smelled	correcting	smelled	disliking	2 , 1	gpt-4
Verb	repelling	beseeching	tickle	compute	tickle	repelling	2 , 0	gpt-4
Verb	embrace	slaved	synchronize	miscalculate	slaved	embrace	1 , 0	gpt-4
Verb	restring	chipped	hogged	rumbling	restring	rumbling	0 , 3	gpt-4
Verb	rotated	stamping	regret	unsaddle	stamping	rotated	1 , 0	gpt-4
Verb	prosper	flickering	wrap	interweave	flickering	prosper	1 , 0	gpt-4
Verb	retool	mangle	fainting	dying	fainting	retool	2 , 0	gpt-4
Verb	deflower	suffering	retread	synthesize	deflower	suffering	0 , 1	gpt-4
Verb	wobbling	assimilate	indemnify	thundering	indemnify	assimilate	2 , 1	gpt-4
Verb	rising	encapsulate	sneezing	embitter	sneezing	rising	2 , 0	gpt-4
Verb	shrank	whimpering	qualm	carjack	carjack	qualm	3 , 2	gpt-4
Verb	propagandize	assuring	oppose	propagate	propagandize	oppose	0 , 2	gpt-4
Verb	fraternize	inflate	skip	scuttle	scuttle	fraternize	3 , 0	gpt-4
Verb	grounded	singed	puke	spent	singed	grounded	1 , 0	gpt-4
Verb	negotiate	skimp	loosing	transect	skimp	negotiate	1 , 0	gpt-4
Verb	beached	romping	magnetize	overcompensate	magnetize	romping	2 , 1	gpt-4
Verb	siding	compensating	deface	decimate	deface	compensating	2 , 1	gpt-4
Verb	defiled	departed	counteract	bullfighting	bullfighting	counteract	3 , 2	gpt-4
Verb	jolting	diagnose	remortgage	buffing	remortgage	jolting	2 , 0	gpt-4
Verb	pushing	junking	experimented	soliciting	junking	experimented	1 , 2	gpt-4
Verb	slash	talk	traversing	depopulate	depopulate	talk	3 , 1	gpt-4
Verb	forecasting	surfaced	rip	rejoice	rip	forecasting	2 , 0	gpt-4
Verb	wheeze	cheating	hoped	dropkick	dropkick	hoped	3 , 2	gpt-4
Verb	faints	flushing	coiled	dignify	coiled	dignify	2 , 3	gpt-4
Verb	forbade	lied	entangle	dividing	entangle	forbade	2 , 0	gpt-4
Verb	specify	vaporize	forebear	glimmering	vaporize	specify	1 , 0	gpt-4
Verb	ripen	rescind	make	volunteer	rescind	make	1 , 2	gpt-4
Verb	accrue	windsurf	overdo	drench	windsurf	accrue	1 , 0	gpt-4
Verb	relieve	posthaste	tackle	filing	posthaste	relieve	1 , 0	gpt-4
Verb	adopt	shielding	boasting	roping	boasting	adopt	2 , 0	gpt-4
Verb	ravage	shutterbug	ingrain	corking	shutterbug	ravage	1 , 0	gpt-4
Verb	detach	scribbled	motivate	pinched	scribbled	motivate	1 , 2	gpt-4
Verb	inhabit	whiz	calling	degraded	whiz	inhabit	1 , 0	gpt-4
Verb	distrust	piling	washing	preserve	washing	distrust	2 , 0	gpt-4
Verb	reload	tempered	manifest	cherishing	reload	manifest	0 , 2	gpt-4
Verb	consult	foreshadow	lumping	spit	foreshadow	lumping	1 , 2	gpt-4
Verb	spend	knit	frisking	crackling	frisking	spend	2 , 0	gpt-4
Verb	evict	crucify	conjoined	possess	conjoined	possess	2 , 3	gpt-4
Verb	scavenge	shelve	crawling	segregate	crawling	scavenge	2 , 0	gpt-4
Verb	gulp	determined	redeploy	demagnetize	demagnetize	determined	3 , 1	gpt-4
Verb	swam	tied	underpaid	priced	underpaid	swam	2 , 0	gpt-4
Verb	postdate	shrouded	enamored	blighted	postdate	blighted	0 , 3	gpt-4
Verb	persist	snubbed	conceded	squawking	squawking	persist	3 , 0	gpt-4
Verb	drown	humiliate	pocketing	tether	pocketing	humiliate	2 , 1	gpt-4
Verb	uncovered	bestow	dawdling	fixed	dawdling	uncovered	2 , 0	gpt-4
Verb	unbolt	neglect	astounding	assessed	unbolt	assessed	0 , 3	gpt-4
Verb	neigh	revered	fled	bloating	neigh	revered	0 , 1	gpt-4
Verb	skating	engulf	minesweeping	travelled	minesweeping	travelled	2 , 3	gpt-4
Verb	consider	flogging	preferred	suffocating	flogging	consider	1 , 0	gpt-4
Verb	skirmishing	distribute	scoot	care	scoot	care	2 , 3	gpt-4
Verb	gurgling	finished	mope	scandalize	gurgling	finished	0 , 1	gpt-4
Verb	commence	untie	seek	articulate	untie	commence	1 , 0	gpt-4
Verb	excrete	coupled	seem	plotted	plotted	seem	3 , 2	gpt-4
Verb	snatched	uncork	watering	explore	uncork	explore	1 , 3	gpt-4
Verb	overruling	spike	toot	urging	toot	urging	2 , 3	gpt-4
Verb	nag	associated	disbelieving	jostle	disbelieving	associated	2 , 1	gpt-4
Verb	endeared	intrigued	fixate	plop	fixate	endeared	2 , 0	gpt-4
Verb	mashing	warn	lessen	redesign	mashing	lessen	0 , 2	gpt-4
Verb	misspell	render	kneading	grieve	kneading	render	2 , 1	gpt-4
Verb	cover	clinging	skedaddle	pee	skedaddle	cover	2 , 0	gpt-4
Verb	tortured	smacking	versed	reheat	smacking	versed	1 , 2	gpt-4
Verb	holstered	splitting	looking	extract	holstered	looking	0 , 2	gpt-4
Verb	organized	dissect	fired	supporting	dissect	organized	1 , 0	gpt-4
Verb	gnawing	redress	lavishing	spotting	gnawing	spotting	0 , 3	gpt-4
Verb	stupefied	aspirate	open	sensed	aspirate	open	1 , 2	gpt-4
Verb	squirm	abduct	splicing	humped	splicing	squirm	2 , 0	gpt-4
Verb	chosen	outwit	lubricate	exasperate	lubricate	chosen	2 , 0	gpt-4
Verb	guess	duplicate	multilevel	behold	duplicate	guess	1 , 0	gpt-4
Verb	endorse	brought	ventilate	confess	ventilate	brought	2 , 1	gpt-4
Verb	carousing	elicit	pelting	redirect	pelting	elicit	2 , 1	gpt-4
Verb	slinging	unroll	reoccur	bonded	unroll	slinging	1 , 0	gpt-4
Verb	tamper	suckling	fasten	bordering	suckling	tamper	1 , 0	gpt-4
Verb	blowing	polarize	dissolve	intersperse	polarize	blowing	1 , 0	gpt-4
Verb	unmasked	cannibalize	surpassing	call	cannibalize	call	1 , 3	gpt-4
Verb	chuck	amend	congeal	affirm	congeal	affirm	2 , 3	gpt-4
Verb	ravish	excretes	tangle	reassemble	reassemble	tangle	3 , 2	gpt-4
Verb	shingled	procrastinating	crabbing	stuck	crabbing	procrastinating	2 , 1	gpt-4
