pos	item_1	item_2	item_3	item_4
Adjective	mundane	viral	angry	urological
Adjective	gentlemanlike	unassuming	metropolitan	pliable
Adjective	antiviral	scarlet	snazzy	detachable
Adjective	greasy	unsatisfactory	intentional	effervescent
Adjective	planetary	rusted	wakeful	punishable
Adjective	milder	unrivaled	impeccable	feral
Adjective	ultramodern	microcellular	uninterrupted	respiratory
Adjective	untutored	guiding	predictable	toxic
Adjective	disadvantaged	ancestral	exfoliating	naughty
Adjective	darned	vaginal	breakneck	explainable
Adjective	unrecorded	null	untwisted	ready
Adjective	streamlined	determinative	reputable	stiff
Adjective	lingering	concurrent	fossilized	looser
Adjective	prejudiced	decodable	marriageable	wondrous
Adjective	crematory	commendable	attentive	denatured
Adjective	harmonious	glam	aggravated	spicy
Adjective	adjoined	artsy	salvageable	unappeased
Adjective	connectible	bullish	discontented	smug
Adjective	vibrant	gory	undisputed	vital
Adjective	stretchy	various	quadriplegic	infernal
Adjective	unblended	cushy	untrustworthy	autonomous
Adjective	odorless	splendid	passable	introspective
Adjective	shady	uncoordinated	diversionary	presumptive
Adjective	legged	unoccupied	unanticipated	excited
Adjective	memorable	expeditious	frightful	unbelievable
Adjective	scrotal	overt	pulmonary	menial
Adjective	lovelorn	psychoanalytical	obliging	exemplary
Adjective	flaming	stranded	recognizable	undiluted
Adjective	noxious	eternal	orbital	shapely
Adjective	empty	unexpressed	gloomy	peppy
Adjective	unnumbered	rasping	flattered	pensive
Adjective	insulating	unmarked	escalating	risky
Adjective	pragmatic	unprompted	discernible	distributable
Adjective	unremitting	problematical	lengthy	ludicrous
Adjective	hydrothermal	literal	narcoleptic	commonsense
Adjective	petrified	spectacular	unclassified	improper
Adjective	warty	bobsledder	lasting	stereotypical
Adjective	unlit	selective	foolproof	adoring
Adjective	specific	rewarding	tactical	unredeemable
Adjective	condescending	intestinal	nonresidential	inter
Adjective	unacquainted	marvelous	ignorable	equatorial
Adjective	bashful	thrilling	overanxious	vicarious
Adjective	pseudo	supercritical	tensile	astral
Adjective	grungy	differing	resultant	cosmic
Adjective	lordly	arrogant	exacting	trustworthy
Adjective	formidable	piteous	thrifty	livable
Adjective	unintended	divine	glittery	territorial
Adjective	uncorrected	bipedal	faultless	biochemical
Adjective	heinous	invulnerable	inexpressive	inverted
Adjective	considerate	unbilled	psychoneurotic	garbled
Adjective	weighty	gravitational	remorseful	raspy
Adjective	scrumptious	favorable	inharmonious	millennial
Adjective	breakable	cognitive	inconstant	outrageous
Adjective	undamaged	secondary	unsaved	abortive
Adjective	legible	septic	microwavable	unhappy
Adjective	acrid	reformatory	catatonic	polymorphous
Adjective	vanquishing	genealogical	nonnegotiable	projecting
Adjective	miniature	colic	superfluous	animated
Adjective	continuous	novelistic	teenaged	whiny
Adjective	uncrossed	sociopathic	simpler	healthy
Adjective	indigo	businesslike	euro	rational
Adjective	ablaze	bloodshot	beguiling	inheritable
Adjective	balmy	alarming	theatrical	luckless
Adjective	mitochondrial	impregnable	musky	nonproductive
Adjective	inadequate	catchable	eccentric	blasphemous
Adjective	hefty	algebraic	preschool	correctional
Adjective	prepubescent	ratty	decomposed	insecure
Adjective	unpainted	twitchy	incestuous	fearsome
Adjective	bounding	uneducated	dusty	premature
Adjective	bleached	adverse	erectile	green
Adjective	integral	undisputable	equal	brotherly
Adjective	sprawling	deviled	mythological	repressed
Adjective	unmolested	astounded	snowbound	embarrassing
Adjective	slim	translucent	recursive	stately
Adjective	extensive	peripheral	fiendish	unenviable
Adjective	renowned	reclining	pagan	gutless
Adjective	reciprocal	unequipped	modular	adaptive
Adjective	uptight	oppressed	unmarketable	hormonal
Adjective	motorized	unpaid	mannered	monumental
Adjective	washable	downward	epic	ingenious
Adjective	fanciful	loathsome	noisy	substantial
Adjective	lunar	stingy	steadier	romantic
Adjective	woeful	uncut	electronic	insensitive
Adjective	untainted	intramural	kosher	overinflated
Adjective	spindly	caged	serious	quivering
Adjective	mellow	symbiotic	devoted	cupful
Adjective	wrongful	groggy	sporty	biblical
Adjective	spotless	luxurious	unfocused	believable
Adjective	gaudy	misty	satisfactory	aeronautical
Adjective	vice	farfetched	undefeated	successful
Adjective	girlish	undecided	unrelenting	autographed
Adjective	horizontal	sightless	antic	courteous
Adjective	kooky	pompous	prenatal	pickled
Adjective	tentative	cynical	flourless	watery
Adjective	emergent	storewide	prophylactic	squinty
Adjective	prolific	inflammable	wrinkly	hopeless
Adjective	unemployable	rudimentary	cranky	unscreened
Adjective	greenish	torturous	latent	good
Adjective	adjoining	incomplete	dissociative	glandular
Adjective	nasty	wolfish	stalwart	reproducible
Adjective	oppressive	paramedical	atrocious	undeclared
Adjective	foregone	lifeless	branchy	semifinal
Adjective	zodiacal	exploitable	megalomaniacal	witless
Adjective	unnecessary	foremost	fond	unsanctified
Adjective	rebuttable	sleepless	unwanted	reburial
Adjective	gripping	interdependent	hashish	approachable
Adjective	valuable	eggless	macroeconomic	protestant
Adjective	inadmissible	handicapped	earnest	numerical
Adjective	inclined	smooth	unblocked	ecological
Adjective	unthreatened	bold	transitory	tinkling
Adjective	herniated	aggrieved	ulcerated	jumpy
Adjective	imprudent	dirty	lame	skeletal
Adjective	unromantic	humanizing	cureless	unrated
Adjective	barebacked	climbable	collectible	picky
Adjective	inexperienced	courageous	volatile	overnighter
Adjective	hyperthyroid	inopportune	slanderer	searing
Adjective	lonesome	urbane	edible	existential
Adjective	lustful	exquisite	fisted	faithful
Adjective	cardiopulmonary	undoubted	strapping	disconcerting
Adjective	visible	obsessive	discussable	perilous
Adjective	undesired	blooded	angelical	arching
Adjective	underinsured	luxuriant	unseasonable	suntanned
Adjective	papery	pathetic	unhallowed	slow
Adjective	manicured	unimaginative	moral	bovine
Adjective	grayish	revolting	ferocious	disordered
Adjective	pandemic	stylish	relentless	appalling
Adjective	poisonous	venerable	primary	strenuous
Adjective	naked	famed	intrepid	spinal
Adjective	carpal	eroding	dimpled	devilish
Adjective	quintessential	ajar	rectal	latest
Adjective	kindhearted	unkempt	illuminating	demilitarized
Adjective	dastardly	evergreen	uncreative	postal
Adjective	charismatic	unbending	dictatorial	uninhabitable
Adjective	occupational	wholehearted	urgent	administrative
Adjective	accredited	humbling	prewar	worst
Adjective	windowless	dorky	automatic	inconsiderate
Adjective	arbitrary	overgrown	opposing	windproof
Adjective	outlying	totalitarian	negotiable	constrictive
Adjective	southeastern	retentive	historical	untitled
Adjective	torrential	mitigating	skeptical	untrue
Adjective	alleged	peculiar	binding	fantastic
Adjective	biographical	semiconscious	prejudicial	colorless
Adjective	unripe	unattributed	bothersome	inhabitable
Adjective	chocoholic	sorrowing	grating	hotter
Adjective	askew	qualitative	armless	intracranial
Adjective	grandiose	joyful	unverifiable	ironic
Adjective	modernistic	fussy	prepaid	colloquial
Adjective	thirtyish	accelerated	humanitarian	unadorned
Adjective	ducky	daring	temperamental	unleavened
Adjective	unserious	exciting	beloved	limbless
Adjective	photographic	sincere	straitlaced	intricate
Adjective	anal	outworn	undiminished	bluffer
Adjective	existing	ambiguous	sharper	mega
Adjective	penile	outgoing	fatalistic	uncommitted
Adjective	incandescent	unbeautiful	clunky	industrious
Adjective	cultured	dissolute	interrelated	conscientious
Adjective	schematic	brash	armored	psychosomatic
Adjective	flashy	timeless	levelheaded	transportable
Adjective	antique	uninjured	unclean	wicked
Adjective	weightless	oceanic	fiery	unskillful
Adjective	crusty	uninterested	luscious	transmittable
Adjective	invaluable	unpatrolled	edgy	idiosyncratic
Adjective	sensorial	conformable	beardless	antipsychotic
Adjective	uneven	vehement	stringent	consolidated
Adjective	gimpy	philanthropic	barefoot	intoxicating
Adjective	desperate	periodic	celestial	inexcusable
Adjective	jutting	costumed	makeshift	conflicting
Adjective	imaginable	musical	breakaway	foggy
Adjective	sequined	unapproachable	political	orthographic
Adjective	soupy	arctic	brownish	unceremonious
Adjective	eminent	unbreakable	exclusionary	rudderless
Adjective	toothy	confrontational	budding	blind
Adjective	facial	audacious	unattended	uncommon
Adjective	belated	haphazard	patriarchal	crowded
Adjective	anointed	unprovoked	headachy	cosmetic
Adjective	deceptive	cheesy	achy	shameless
Adjective	inert	soybean	unprepared	applicable
Adjective	bristly	muddled	counterproductive	bracing
Adjective	florescent	annoyed	underpowered	unbuckled
Adjective	bewildered	curricular	threadlike	incorruptible
Adjective	sicken	isometric	scaly	aggressive
Adjective	generous	beaded	southernmost	saucy
Adjective	nondrinking	innovating	multicultural	unfailing
Adjective	curdled	errorless	newborn	advisable
Adjective	formless	recent	unscripted	indecisive
Adjective	seismological	aboriginal	unconfirmed	afloat
Adjective	theoretical	heterogeneous	unutterable	silent
Adjective	metabolic	exhausting	acoustic	sensory
Adjective	classified	amusing	goddamned	indiscreet
Adjective	forceful	incoherent	dreamy	coeducational
Adjective	inorganic	reactionary	grievous	collapsible
Adjective	negative	valid	derisive	lifelong
Adjective	conscious	toneless	triple	gunmetal
Adjective	lowly	insubordinate	disappointed	gleaming
Adjective	serviceable	principled	euphemistic	condensed
Adjective	inbred	lesser	flavorful	unwinnable
Adjective	illusory	inoperable	transitional	psychopathological
Adjective	reachable	sugarless	uncompleted	farsighted
Adjective	unresolved	fibrous	unconfused	reactant
Adjective	rough	cadaverous	impermeable	dualistic
Adjective	northwestern	grotesque	fatheaded	substantive
Adjective	blasted	corrosive	immortal	old
Adjective	pinheaded	fruited	datable	centralized
Adjective	diminutive	legless	expectant	lawful
Adjective	fatter	gnarled	smokeless	undivided
Adjective	advanced	striped	lone	unlogged
Adjective	gangrenous	unalienable	grizzled	claustrophobic
Adjective	slobbery	unmannered	granulated	tortuous
Adjective	tepid	chesty	evidential	unbearable
Adjective	feathery	indigenous	hilarious	chaste
Adjective	preeminent	categorical	formal	glooming
Adjective	declaratory	unearned	innocent	extraterrestrial
Adjective	ostentatious	imperative	despicable	psychological
Adjective	needless	celebratory	unbarred	apprehensive
Adjective	endoplasmic	disgraceful	villainous	unscented
Adjective	actuarial	unchartered	forwarding	radioactive
Adjective	indefensible	oblique	salted	unsatisfied
Adjective	thatched	gusty	homophonic	taxpaying
Adjective	unrestrained	cultural	plunger	centennial
Adjective	untidy	newsworthy	unpatriotic	nonresponsive
Adjective	weak	crummiest	feminist	fictitious
Adjective	flatbed	formable	conversational	restricted
Adjective	forlorn	clear	untangled	madder
Adjective	disimpassioned	preprogrammed	foreign	proper
Adjective	macrobiotic	apache	magnificent	unalterable
Adjective	feverish	cunning	reoccurring	afghan
Adjective	baptismal	mistrustful	whorish	feminine
Adjective	stinky	caloric	larval	innermost
Adjective	opposable	nomadic	restorable	unconfined
Adjective	pitiless	decisive	unsanctioned	dogsled
Adjective	leaner	untracked	nameless	outraged
Adjective	poor	archaeological	correctable	chemotherapeutic
Adjective	organic	unshielded	unsponsored	uninitiated
Adjective	detoured	sockless	rowdy	tough
Adjective	voracious	ribbed	glad	draconian
Adjective	akin	timid	reputed	canine
Adjective	cocky	contributable	descriptive	undernourished
Adjective	brief	resolute	unornamented	unnatural
Adjective	miscellaneous	dental	emotional	selfish
Adjective	narcissistic	situational	fluctuant	beneficial
Adjective	cardiovascular	slovenly	tantamount	glassy
Adjective	untreated	whiskered	unaccounted	powerful
Adjective	representational	anecdotal	unreal	unsought
Adjective	scathing	iridescent	distinguished	underhanded
Adjective	curved	abiding	supercharged	habitant
Adjective	nonpermanent	unshakable	limitless	scenic
Adjective	deliverable	barbarous	cold	phonographic
Adjective	ghostlike	unorthodox	unreadable	colder
Adjective	smashing	adrenal	patronizing	powerless
Adjective	flavorless	pointy	creepy	timely
Adjective	traditional	indeclinable	undersea	nonfunctional
Adjective	eligible	extinct	unenlightened	contemptuous
Adjective	benevolent	weepy	mercantile	untalented
Adjective	undefiled	noteworthy	accurate	explicable
Adjective	streaky	coppery	biracial	archetypal
Adjective	funky	curvy	detrimental	unpleasant
Adjective	teenage	wrathful	overstaffed	radiant
Adjective	tanning	scant	snobbish	transcontinental
Adjective	gross	conjugal	seamless	dry
Adjective	shiftless	clitoral	multiple	affective
Adjective	small	coy	immune	pubescent
Adjective	gray	corneal	destructive	kaput
Adjective	abreast	supernormal	lipless	kinetic
Adjective	impassable	stray	outspoken	icy
Adjective	biannual	aforementioned	boring	jaundiced
Adjective	concealable	immeasurable	lascivious	oily
Adjective	native	hysteric	knowable	neurobiological
Adjective	graceless	drowsy	unworthy	unfastened
Adjective	antislavery	unguarded	endless	cardiac
Adjective	percussive	unbeaten	glitzy	microeconomic
Adjective	raw	southeasterly	abstract	soluble
Adjective	cordless	sexy	diagonal	inexpressible
Adjective	surplus	disturbing	glacial	prostrate
Adjective	close	unhurt	overspecialized	snooty
Adjective	blockheaded	obedient	flammable	deniable
Adjective	telegraphic	excellent	degenerative	unsinkable
Adjective	communistic	overwhelming	mulled	preindustrial
Adjective	technical	inflexible	unmapped	floppy
Adjective	punctual	blistering	sedimentary	royal
Adjective	heretical	pricey	residual	botanic
Adjective	buccaneering	enlightening	grassy	overeager
Adjective	opportune	canned	intermediate	birthing
Adjective	nondairy	parliamentary	sleek	fretful
Adjective	unstoppable	insurrectional	stunted	aloof
Adjective	preparatory	inefficient	unsweetened	exempt
Adjective	pardonable	calligraphic	unranked	withering
Adjective	bereaved	mismatched	homemade	delirious
Adjective	unopened	subversive	unsightly	electrical
Adjective	unwelcomed	inedible	quintuple	rotund
Adjective	olive	nonspecific	unholy	southbound
Adjective	peachy	atomic	shrewish	biologic
Adjective	obligatory	unformed	receptive	unilateral
Adjective	smoother	gynecological	pastoral	unscheduled
Adjective	unfavorable	chipper	anterior	eerie
Adjective	hilly	intercollegiate	hyperglycemic	satanic
Adjective	sleeveless	illicit	apparent	skintight
Adjective	unanswerable	ceremonious	loath	expressible
Adjective	judgmental	devout	contractual	exceptional
Adjective	pitiable	platonic	precocious	seedy
Adjective	harrowing	narrower	unpaved	homeopathic
Adjective	haired	simplistic	cerebral	flowering
Adjective	departmental	tawdry	typewritten	expressive
Adjective	ashamed	remaining	liquid	upward
Adjective	dapper	ambassadorial	worldly	indulgent
Adjective	instructional	sentimental	vertebrate	isotopic
Adjective	apocalyptic	historic	salacious	unflattering
Adjective	overcrowded	unsmiling	founding	drinkable
Adjective	ugly	fascist	comfortless	boozy
Adjective	daughterly	immodest	ironical	barometric
Adjective	confectionary	cloudless	previous	homecoming
Adjective	delightful	flighty	klutzy	hexagonal
Adjective	buyable	undefended	insolent	quarrelsome
Adjective	mad	antidemocratic	continual	worrying
Adjective	outermost	spiritless	unmissed	shorter
Adjective	childless	bombproof	prototypical	unconquerable
Adjective	virtuous	ungentlemanly	huffy	starlit
Adjective	ditzy	jittery	varying	ritualistic
Adjective	nonsurgical	precipitous	oversized	boney
Adjective	thoughtful	gratuitous	childish	transferable
Adjective	suborbital	unblessed	midsize	irrecoverable
Adjective	inexplicable	equitable	earless	northeastern
Adjective	courtly	enterprising	deteriorating	giddy
Adjective	fresh	revised	accusatory	justifiable
Adjective	unhittable	dietary	sickly	monosyllable
Adjective	great	furrier	bottomless	facetious
Adjective	nonpublic	uppermost	jurisdictional	starless
Adjective	batty	static	imperishable	corruptible
Adjective	contrite	gibberish	eyed	snobby
Adjective	spiteful	unwise	aseptic	emasculated
Adjective	inoffensive	impressionistic	bicentennial	unwarranted
Adjective	respective	bluer	frugal	preliminary
Adjective	sheepish	permeable	collarless	adoptive
Adjective	dual	unwashed	wretched	unvalued
Adjective	orthopedic	boggy	glutinous	carless
Adjective	interpersonal	cellular	bladed	bendy
Adjective	easy	multilayered	unwitting	impertinent
Adjective	unremarkable	excessive	unencumbered	giant
Adjective	equalizing	triangular	shrill	dissatisfied
Adjective	chronological	extracurricular	debatable	awash
Adjective	disabled	invitational	semiprecious	domesticated
Adjective	predictive	chummy	treasonous	effective
Adjective	boundless	potent	flawless	urinary
Adjective	stylistic	suspenseful	infamous	animate
Adjective	disapproving	supplemental	corrupt	transsexual
Adjective	mystic	photosensitive	unrepeatable	graceful
Adjective	impolite	gossipy	inner	unclipped
Adjective	mandatory	forgettable	herbivorous	snarky
Adjective	stupendous	comfortable	relaxing	ingrown
Adjective	demonstrative	meatless	powdered	unproven
Adjective	shrunken	northern	degradable	monarchical
Adjective	anorexic	profitless	foreseeable	godlike
Adjective	fleshless	flyaway	earthly	short
Adjective	geriatric	conical	sick	perfectible
Adjective	secretarial	amnesiac	gargantuan	graphical
Adjective	ruinous	unexplainable	guilty	precise
Adjective	eruptive	decent	meddlesome	windy
Adjective	dysfunctional	friendly	spacious	occasional
Adjective	austere	careless	indispensable	fried
Adjective	rhythmical	dignified	socialist	spherical
Adjective	candid	cranial	maroon	lymphatic
Adjective	retractable	inkless	loony	total
Adjective	easterly	gluttonous	sparse	forgivable
Adjective	uncapped	feasible	befuddled	uncombed
Adjective	corporate	contemplative	critical	unpublished
Adjective	accursed	magnifying	marital	psychosocial
Adjective	soulless	unsold	macroscopic	genital
Adjective	helmeted	unconvinced	nippy	computational
Adjective	paraplegic	putrid	trite	heroic
Adjective	providential	purposeless	domestic	inadvisable
Adjective	incorrigible	hardboiled	useable	astrophysical
Adjective	unreasonable	catty	pathogenic	fightable
Adjective	covert	educational	prideful	unsalvageable
Adjective	playable	saltwater	superlative	unindicted
Adjective	unreligious	supportable	bottled	unsound
Adjective	unobtrusive	puckish	interplanetary	cloudlike
Adjective	sorrowful	floury	uncrushed	frequent
Adjective	unpopular	safe	tacky	vicious
Adjective	telekinetic	inflationary	interchangeable	uninvolved
Adjective	ungracious	overheated	epileptic	mythic
Adjective	nonchalant	corny	sophomoric	unnamed
Adjective	unfriendly	leathery	taller	aflame
Adjective	genial	homogeneous	spongy	handsome
Adjective	stratospheric	pertinent	youthful	braver
Adjective	seismographic	gradual	separate	mauve
Adjective	blustery	revolving	sensationalistic	honest
Adjective	physiological	watermarked	amicable	cheery
Adjective	rhetorical	unanswered	yummy	inappropriate
Adjective	compulsive	participatory	dull	unexplained
Adjective	preoperative	provocative	sulky	unenforceable
Adjective	fabulous	overblown	twinkly	certifiable
Adjective	disagreeable	discreditable	expulsive	distinguishable
Adjective	repetitious	entire	succinct	respectful
Adjective	unpunished	nubile	unlikeable	sufficing
Adjective	futuristic	teary	quirky	subdued
Adjective	holographic	noncombustible	backpedal	pregnant
Adjective	bleak	absurd	blacker	heedless
Adjective	unwarned	soggy	nasal	average
Adjective	immense	revocable	unexcused	temperate
Adjective	unreleased	best	humid	talentless
Adjective	bacterial	stigmatic	aesthetic	unimpressive
Adjective	provisional	calmer	homicidal	portly
Adjective	webby	convoluted	broody	bearable
Adjective	multilateral	regimental	apologetic	interstellar
Adjective	countless	wanton	joint	simple
Adjective	barrelful	regretful	patented	decadent
Adjective	unrehearsed	unmotivated	undeterred	rebellious
Adjective	disciplined	compliant	congestive	unknowing
Adjective	societal	undeserved	tenacious	noncritical
Adjective	inapplicable	separatist	steeper	revolutionary
Adjective	impressionable	dismissible	godless	treacherous
Adjective	waterproof	psychotic	annual	strict
Adjective	metallic	untraditional	symptomatic	cooperative
Adjective	fixable	godly	unprincipled	careful
Adjective	willful	direct	racial	inky
Adjective	seaward	inaccessible	anatomical	depraved
Adjective	crummy	illogical	droopy	ageless
Adjective	irredeemable	salient	spirited	itemized
Adjective	peaceable	uncelebrated	easier	esophageal
Adjective	crotchety	radiological	lusty	insolvent
Adjective	uterine	dateless	preferable	unwary
Adjective	unconventional	introductory	feudal	unwrapped
Adjective	distorted	maneuverable	commercial	inarguable
Adjective	reclusive	proximal	workable	unsure
Adjective	moist	babyish	incremental	wee
Adjective	misguided	brainy	homeless	productive
Adjective	surprising	regimented	phosphoric	disproportionate
Adjective	beholden	dramatic	licensed	underdeveloped
Adjective	horsey	unrecognizable	impromptu	leaderless
Adjective	quarterly	preteen	cautionary	masochistic
Adjective	hateful	afflicted	troubled	gifted
Adjective	discreet	fancier	inhumanly	apt
Adjective	commemorative	infirm	omnipotent	electrochemical
Adjective	silly	ashy	anthropological	indisposed
Adjective	insincere	pivotal	prohibitive	demographic
Adjective	allowable	extrasensory	shaky	international
Adjective	jeweled	plausible	hard	irresponsible
Adjective	causal	immoral	tenuous	amazing
Adjective	surgical	red	requisite	impractical
Adjective	renewable	golden	unpractical	prepositional
Adjective	sequential	unrighteous	unintelligent	salutary
Adjective	nonpaying	luminous	polite	satiric
Adjective	incurable	grouchy	insoluble	circuitous
Adjective	neighboring	eastbound	drier	rugged
Adjective	ceaseless	humpy	shameful	subtle
Adjective	unemployed	overzealous	undemocratic	possessive
Adjective	factual	compelling	inexact	satirical
Adjective	uncompromised	indelicate	multidirectional	wingless
Adjective	crafty	credential	migratory	topographic
Adjective	statewide	immunosuppressive	optical	interrogatory
Adjective	chaotic	heathen	visual	misspent
Adjective	dispositional	germy	feeble	movable
Adjective	dominant	quantitative	unopposed	chiropractic
Adjective	unapologetic	permissive	opposite	personal
Adjective	changeless	sunshiny	centerfold	expedient
Adjective	hyperbolic	redheaded	degenerate	slimy
Adjective	incendiary	dark	helpless	omnivorous
Adjective	sophisticated	impersonal	untrained	geopolitical
Adjective	petite	sporting	evasive	freethinking
Adjective	moldy	collectable	featherless	legitimate
Adjective	discomforting	spatial	wifeless	coronary
Adjective	receivable	fearless	mundane	gentlemanlike
Adjective	antiviral	greasy	planetary	milder
Adjective	ultramodern	untutored	disadvantaged	darned
Adjective	unrecorded	streamlined	lingering	prejudiced
Adjective	crematory	harmonious	adjoined	connectible
Adjective	vibrant	stretchy	unblended	odorless
Adjective	shady	legged	memorable	scrotal
Adjective	lovelorn	flaming	noxious	empty
Adjective	unnumbered	insulating	pragmatic	unremitting
Adjective	hydrothermal	petrified	warty	unlit
Adjective	specific	condescending	unacquainted	bashful
Adjective	pseudo	grungy	lordly	formidable
Adjective	unintended	uncorrected	heinous	considerate
Adjective	weighty	scrumptious	breakable	undamaged
Adjective	legible	acrid	vanquishing	miniature
Adjective	continuous	uncrossed	indigo	ablaze
Adjective	balmy	mitochondrial	inadequate	hefty
Adjective	prepubescent	unpainted	bounding	bleached
Adjective	integral	sprawling	unmolested	slim
Adjective	extensive	renowned	reciprocal	uptight
Adjective	motorized	washable	fanciful	lunar
Adjective	woeful	untainted	spindly	mellow
Adjective	wrongful	spotless	gaudy	vice
Adjective	girlish	horizontal	kooky	tentative
Adjective	emergent	prolific	unemployable	greenish
Adjective	adjoining	nasty	oppressive	foregone
Adjective	zodiacal	unnecessary	rebuttable	passionless
Adjective	pregnable	nonreligious	disjoint	defective
Adjective	undomesticated	relaxed	roving	unseeing
Adjective	new	universalist	probing	fortunate
Adjective	runny	nosey	unwearied	digestive
Adjective	young	dynamic	extraordinary	auditory
Adjective	mindful	singular	chagrined	resourceful
Adjective	funny	irreparable	brutish	dwarfish
Adjective	unprecedented	observant	sudsy	chic
Adjective	culpable	lousy	supportive	systematic
Adjective	ethnic	ergonomic	military	organizational
Adjective	misdirect	expensive	catalytic	whimsical
Adjective	truthful	inquisitive	uncomprehending	blameful
Adjective	acute	multidimensional	syrupy	racist
Adjective	fruity	lucrative	horrific	lazy
Adjective	hypersonic	unearthly	implicit	automated
Adjective	carsick	unending	perforated	stale
Adjective	sellable	ceramic	choppy	uncharted
Adjective	collective	unfazed	expressional	infomercial
Adjective	binary	stimulating	hieroglyphic	uneventful
Adjective	varied	prosperous	featureless	evident
Adjective	limited	identical	unpretending	blinding
Adjective	virile	humble	unsustainable	shattering
Adjective	regional	sociological	other	insubstantial
Adjective	warmhearted	epidermal	starchy	confidential
Adjective	defiant	steady	miniscule	cannibalistic
Adjective	tartar	younger	impulsive	stable
Adjective	unequivocal	gimmicky	gaseous	idiotic
Adjective	hasty	bowlegged	agile	sociopolitical
Adjective	chemical	academic	associative	moody
Adjective	undigested	redial	nontoxic	reigning
Adjective	cultureless	erect	ejaculatory	bathing
Adjective	tectonic	avoidable	tactless	metered
Adjective	stutterer	priceless	gloved	thyroid
Adjective	peacemaking	incontestable	hemorrhoid	infrequent
Adjective	lilac	hallucinatory	lidless	unceasing
Adjective	overambitious	unconquered	imperialist	additional
Adjective	implausible	scarce	ungenerous	preventable
Adjective	unspent	welcoming	hypersexual	unshackled
Adjective	writeable	longtime	inauspicious	unsigned
Adjective	ample	yucky	antisocial	unscathed
Adjective	xenophobic	enthusiastic	trustful	sacramental
Adjective	oblong	individualistic	allegorical	aerodynamic
Adjective	sexual	imperialistic	asymptomatic	astrological
Adjective	crateful	exasperating	uncatchable	generational
Adjective	undefined	gentlemanly	moronic	substandard
Adjective	oaken	partisan	unaltered	fringed
Adjective	mutinous	pink	stenographic	meaty
Adjective	explanatory	newfound	concessionary	altruistic
Adjective	unquestioned	recessive	deductive	feline
Adjective	permanent	serendipitous	visceral	plush
Adjective	remote	tweeting	irate	nontraditional
Adjective	unwelcome	jubilant	bare	unmilitary
Adjective	operational	bearlike	uppity	northwesterly
Adjective	dejected	awesome	initial	adulterous
Adjective	pleasant	pudgy	discretionary	endocrine
Adjective	incriminating	rubber	unregistered	goddamn
Adjective	gravelly	unspeakable	sinful	clawless
Adjective	ingenuous	expectable	highhanded	contagious
Adjective	victimless	refractive	pedantic	sober
Adjective	debonair	valiant	cozy	escapable
Adjective	underdressed	dubious	reminiscent	omnipresent
Adjective	uncaring	sufficient	flipping	adorable
Adjective	supernatural	loyalist	unselfconscious	injunctive
Adjective	fair	cottony	unofficial	libelous
Adjective	unsolvable	fecal	unsubstantiated	fraternal
Adjective	unbowed	noticeable	honky	flawed
Adjective	quizzical	righteous	porky	figureless
Adjective	vinegary	nonreturnable	textural	transverse
Adjective	unidirectional	comical	athletic	filmy
Adjective	relent	noiseless	inhuman	mournful
Adjective	needful	collegiate	tuneless	uncontrolled
Adjective	unwritten	scruffy	comatose	swift
Adjective	illustrious	asymmetrical	misspoken	blatant
Adjective	enhanced	climatic	wistful	puzzled
Adjective	quilted	different	gastric	nocturnal
Adjective	paradoxical	replaceable	erratic	braless
Adjective	invigorated	grueling	glittering	statutory
Adjective	repetitive	elusive	unrecoverable	throaty
Adjective	heartbreaking	intercontinental	undetectable	sphincter
Adjective	higher	uncorrupted	irreplaceable	spermicidal
Adjective	circumstantial	hedonistic	rectangular	adoptable
Adjective	apelike	traitorous	transparent	cloistered
Adjective	standardized	smutty	abstracted	unconscious
Adjective	patentable	roguish	onscreen	folksy
Adjective	tedious	clinical	tangerine	sled
Adjective	silky	generalized	undesirable	unhygienic
Adjective	uncontrollable	towering	informal	mediocre
Adjective	deserving	unarmed	uncreated	errant
Adjective	wrong	auxiliary	attempted	puzzling
Adjective	tanned	panicky	rambling	monosyllabic
Adjective	pitiful	despondent	profitable	roman
Adjective	undeveloped	sticky	dismissive	unspotted
Adjective	indisputable	uncounted	unsaddled	sore
Adjective	diagnostic	wrinkled	undated	gutsy
Adjective	venomous	pulpy	ungrammatical	honorary
Adjective	complementary	naive	lawless	infallible
Adjective	resistible	evolutionary	alien	gainful
Adjective	bankable	slushy	purer	surly
Adjective	asthmatic	liberal	sleazy	overeducated
Adjective	enlightened	fitful	amenable	wintery
Adjective	crumbly	idiomatic	tipsy	esteemed
Adjective	sullen	quotable	avid	keen
Adjective	bitter	privy	logical	unidentifiable
Adjective	entrepreneurial	negligent	spiffy	subsidized
Adjective	understaffed	unconscionable	disembodied	tabloid
Adjective	pathless	forthcoming	electric	unattractive
Adjective	unconnected	sobering	uprooted	large
Adjective	everyday	fallible	aimless	uncensored
Adjective	scrawny	uninhabited	bisexual	illegal
Adjective	sweet	intermittent	erroneous	wedded
Adjective	spiritual	frictionless	unapproved	inaudible
Adjective	listless	serrated	succulent	coastal
Adjective	erasable	unattainable	unobvious	cumbersome
Adjective	wary	flowerless	hypoglycemic	appealing
Adjective	plain	trendy	urban	anti
Adjective	stony	mighty	concise	elitist
Adjective	residential	charred	surrealistic	major
Adjective	watchful	submissive	collegial	evenhanded
